hour,price
261,26.755844
262,40.021092
263,40.021092
264,33.195667
265,34.317404
266,30.944305
267,30.234117
268,28.670228
269,0
270,26.347564
271,28.670228
272,30.944305
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,23.657742
283,7550
284,97.8625
285,51.405328
286,43.341184
287,40.021092
288,34.808318
289,23.07
290,20.419032
291,30.944305
292,19.034194
293,18.463399
294,19.689677
295,23.07
296,33.752674
297,20.846104
298,18.861
299,18.861
300,15.731605
301,14.191503
302,0
303,14.191503
304,0
305,18.861
306,23.657742
307,37.505403
308,36.681254
309,43.341184
310,35.74063
311,34.356684
312,34.317404
313,30.944305
314,30.66274
315,29.597042
316,28.670228
317,29.597042
318,30.944305
319,34.808318
320,7550
321,17.27253
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,18.861
331,31.727391
332,31.727391
333,27.274839
334,25.908442
335,23.206645
336,20.419032
337,19.034194
338,30.944305
339,30.944305
340,0
341,18.072549
342,21.647286
343,27.274839
344,27.274839
345,21.11634
346,0
347,0
348,18.861
349,19.429677
350,19.429677
351,18.573548
352,20.846104
353,22.51634
354,23.657742
355,30.530146
356,31.727391
357,30.277597
358,27.050323
359,25.908442
360,23.129011
361,23.129011
362,27.050323
363,25.908442
364,23.444156
365,23.07
366,23.129011
367,26.324188
368,36.123987
369,20.846104
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,19.689677
378,27.050323
379,33.752674
380,40.021092
381,36.471162
382,36.471162
383,36.471162
384,31.09602
385,28.05809
386,30.234117
387,28.670228
388,29.597042
389,28.670228
390,30.944305
391,33.684891
392,41.270655
393,17.27253
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,33.195667
403,41.270655
404,54.309264
405,40.021092
406,41.270655
407,37.69873
408,34.808318
409,33.195667
410,32.009939
411,20.419032
412,21.647286
413,23.07
414,23.07
415,24.617429
416,33.035161
417,19.689677
418,0
419,0
420,0
421,0
422,0
423,0
424,18.463399
425,21.288312
426,27.274839
427,33.035161
428,36.123987
429,33.947002
430,33.035161
431,26.755844
432,25.758824
433,23.437857
434,24.617429
435,23.875484
436,23.444156
437,23.437857
438,24.617429
439,26.324188
440,33.035161
441,20.846104
442,18.861
443,0
444,0
445,0
446,0
447,0
448,0
449,19.689677
450,27.050323
451,33.035161
452,30.530146
453,27.27451
454,23.437857
455,22.968387
456,20.846104
457,20.4
458,19.983571
459,18.861
460,16.970779
461,18.861
462,19.034194
463,21.843871
464,27.050323
465,19.034194
466,0
467,0
468,0
469,0
470,18.463399
471,18.861
472,20.419032
473,19.983571
474,24.617429
475,34.641283
476,59.717205
477,33.606249
478,33.529738
479,26.658515
480,22.755178
481,23.129011
482,22.732415
483,22.732415
484,22.492903
485,22.732415
486,23.07
487,23.437857
488,27.27451
489,21.116774
490,18.463399
491,0
492,0
493,0
494,0
495,18.463399
496,18.072549
497,19.034194
498,30.98375
499,68.971551
500,31.074177
501,31.020842
502,27.348363
503,22.931924
504,21.11634
505,20.419032
506,19.689677
507,19.689677
508,19.689677
509,19.689677
510,21.287742
511,23.437857
512,33.035161
513,20.4
514,0
515,0
516,0
517,0
518,0
519,18.573548
520,19.983571
521,20.419032
522,29.962028
523,33.752674
524,40.021092
525,43.341184
526,37.505403
527,32.009939
528,31.09602
529,30.234117
530,32.370127
531,35.74063
532,33.195667
533,30.66274
534,30.66274
535,34.317404
536,41.270655
537,7.64728
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,26.110557
547,51.405328
548,33.752674
549,27.050323
550,37.505403
551,20.4
552,28.670228
553,0
554,0
555,0
556,0
557,15.731605
558,30.66274
559,22.492903
560,51.405328
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,33.195667
571,51.405328
572,45.561268
573,34.356684
574,33.195667
575,32.009939
576,30.66274
577,18.573548
578,30.944305
579,32.009939
580,30.944305
581,37.505403
582,33.94204
583,35.74063
584,37.69873
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,43.341184
596,43.341184
597,41.270655
598,35.74063
599,21.346603
600,19.741633
601,17.912348
602,32.009939
603,23.549868
604,17.27253
605,17.27253
606,22.03873
607,32.370127
608,34.963693
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,36.123987
620,26.324188
621,33.684891
622,33.195667
623,23.661878
624,0
625,0
626,28.670228
627,0
628,0
629,19.345922
630,32.009939
631,41.748617
632,57.290523
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,30.944305
643,43.341184
644,43.267926
645,38.842684
646,36.471162
647,32.009939
648,16.545583
649,0
650,26.347564
651,0
652,0
653,0
654,24.09075
655,33.684891
656,40.021092
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,37.505403
667,33.752674
668,37.505403
669,36.123987
670,32.370127
671,19.429677
672,18.573548
673,0
674,30.234117
675,0
676,0
677,0.003787
678,30.66274
679,34.317404
680,41.270655
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,14.854336
691,43.341184
692,43.341184
693,43.341184
694,40.021092
695,33.195667
696,18.861
697,29.597042
698,28.670228
699,0
700,0
701,30.234117
702,30.66274
703,34.317404
704,51.405328
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,36.123987
715,41.270655
716,26.755844
717,24.617429
718,34.280495
719,30.944305
720,30.66274
721,28.05809
722,0
723,0
724,0
725,14.191503
726,20.419032
727,23.07
728,26.324188
729,21.287742
730,0
731,0
732,14.191503
733,16.970779
734,18.072549
735,19.034194
736,19.034194
737,19.983571
738,23.437857
739,36.123987
740,25.908442
741,23.07
742,21.843871
743,20.419032
744,20.419032
745,23.437857
746,20.419032
747,30.944305
748,16.697515
749,19.034194
750,16.697515
751,23.220929
752,32.370127
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,19.034194
763,37.69873
764,36.471162
765,36.471162
766,33.752674
767,22.51634
768,32.009939
769,31.09602
770,29.597042
771,31.124264
772,31.09602
773,30.944305
774,30.944305
775,30.944305
776,31.09602
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,20.4
785,21.647286
786,23.437857
787,33.035161
788,33.035161
789,33.752674
790,30.530146
791,23.437857
792,22.732415
793,20.4
794,20.4
795,19.034194
796,18.072549
797,19.034194
798,20.4
799,22.732415
800,26.324188
801,19.034194
802,0
803,0
804,0
805,0
806,0
807,0
808,19.983571
809,21.287742
810,23.129011
811,33.649482
812,36.123987
813,33.752674
814,27.050323
815,25.908442
816,23.437857
817,23.07
818,23.129011
819,22.732415
820,22.732415
821,22.732415
822,23.129011
823,25.908442
824,33.947002
825,22.186275
826,19.034194
827,0
828,0
829,0
830,0
831,14.191503
832,18.861
833,19.689677
834,23.129011
835,33.947002
836,30.277597
837,27.050323
838,26.755844
839,26.429173
840,23.07
841,22.492903
842,21.287742
843,20.419032
844,19.689677
845,19.034194
846,20.419032
847,22.492903
848,23.657742
849,18.072549
850,0
851,0
852,0
853,0
854,18.861
855,19.983571
856,21.287742
857,20.4
858,23.437857
859,34.641283
860,36.123987
861,33.035161
862,26.790747
863,23.437857
864,23.129011
865,24.617429
866,23.875484
867,22.51634
868,21.647286
869,33.684891
870,34.120751
871,36.471162
872,41.270655
873,31.124264
874,26.347564
875,0
876,0
877,0
878,0
879,0
880,28.670228
881,26.46933
882,34.808318
883,36.123987
884,33.752674
885,31.727391
886,26.755844
887,23.129011
888,33.684891
889,31.09602
890,34.317404
891,33.684891
892,33.195667
893,31.09602
894,32.009939
895,36.471162
896,37.69873
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,33.684891
907,41.270655
908,51.405328
909,41.270655
910,43.341184
911,40.021092
912,37.505403
913,37.69873
914,24.617429
915,26.755844
916,26.755844
917,24.617429
918,26.755844
919,33.035161
920,33.752674
921,19.429677
922,18.573548
923,14.191503
924,14.191503
925,0.0025
926,0
927,16.970779
928,19.034194
929,21.843871
930,24.617429
931,30.277597
932,33.035161
933,31.727391
934,30.277597
935,26.429173
936,24.617429
937,24.617429
938,24.617429
939,24.617429
940,26.324188
941,24.617429
942,26.324188
943,27.274839
944,27.274839
945,20.419032
946,18.463399
947,0
948,0
949,0
950,0
951,0
952,0.0025
953,19.983571
954,23.07
955,25.908442
956,27.050323
957,26.755844
958,26.755844
959,24.617429
960,23.07
961,23.129011
962,23.129011
963,23.129011
964,21.843871
965,22.492903
966,23.07
967,23.875484
968,36.123987
969,21.843871
970,20.846104
971,0
972,0
973,18.072549
974,0
975,0
976,0
977,18.861
978,24.617429
979,33.752674
980,40.021092
981,37.505403
982,34.356684
983,34.317404
984,32.009939
985,20.419032
986,21.843871
987,23.657742
988,24.617429
989,23.657742
990,24.617429
991,27.050323
992,33.752674
993,18.861
994,0
995,0
996,0
997,0
998,15.731605
999,18.861
1000,20.419032
1001,19.689677
1002,23.657742
1003,33.035161
1004,33.947002
1005,26.790747
1006,25.908442
1007,23.07
1008,33.94204
1009,34.808318
1010,34.356684
1011,34.356684
1012,34.317404
1013,33.845115
1014,34.356684
1015,37.505403
1016,40.021092
1017,30.944305
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,15.731605
1025,20.846104
1026,23.129011
1027,33.752674
1028,36.123987
1029,33.947002
1030,27.274839
1031,26.324188
1032,23.437857
1033,23.437857
1034,23.129011
1035,23.07
1036,22.968387
1037,22.732415
1038,23.07
1039,27.27451
1040,33.947002
1041,20.846104
1042,19.689677
1043,0.0025
1044,0
1045,0
1046,0
1047,0
1048,0
1049,18.072549
1050,34.808318
1051,51.405328
1052,41.270655
1053,34.963693
1054,34.808318
1055,34.356684
1056,33.195667
1057,33.195667
1058,32.009939
1059,30.944305
1060,28.05809
1061,28.05809
1062,30.944305
1063,34.808318
1064,43.341184
1065,28.670228
1066,20.200662
1067,20.200662
1068,29.597042
1069,30.66274
1070,30.66274
1071,32.370127
1072,34.120751
1073,34.317404
1074,34.808318
1075,43.341184
1076,45.42025
1077,43.341184
1078,40.021092
1079,37.952906
1080,37.952906
1081,37.69873
1082,40.021092
1083,40.021092
1084,37.69873
1085,37.505403
1086,40.021092
1087,43.341184
1088,41.270655
1089,30.66274
1090,0
1091,0
1092,0
1093,0
1094,18.463399
1095,19.034194
1096,21.287742
1097,22.968387
1098,22.492903
1099,27.75487
1100,36.123987
1101,36.123987
1102,49.289839
1103,43.341184
1104,41.270655
1105,40.021092
1106,40.021092
1107,37.505403
1108,35.74063
1109,23.129011
1110,26.755844
1111,27.050323
1112,27.274839
1113,22.492903
1114,18.861
1115,18.463399
1116,0
1117,16.970779
1118,16.970779
1119,14.191503
1120,19.429677
1121,22.492903
1122,23.437857
1123,33.752674
1124,36.123987
1125,30.530146
1126,37.505403
1127,26.790747
1128,26.755844
1129,25.758824
1130,24.617429
1131,23.875484
1132,24.617429
1133,24.617429
1134,23.875484
1135,24.617429
1136,27.050323
1137,19.689677
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,19.689677
1147,26.324188
1148,36.123987
1149,26.324188
1150,26.324188
1151,23.07
1152,21.287742
1153,19.983571
1154,21.647286
1155,19.429677
1156,19.034194
1157,19.689677
1158,22.968387
1159,24.617429
1160,33.035161
1161,9.611217
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,33.035161
1172,33.752674
1173,43.341184
1174,37.69873
1175,33.684891
1176,23.549868
1177,24.09075
1178,30.944305
1179,29.597042
1180,0
1181,28.05809
1182,30.944305
1183,36.471162
1184,40.021092
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,33.035161
1196,33.752674
1197,26.755844
1198,23.437857
1199,23.07
1200,33.195667
1201,30.66274
1202,29.597042
1203,30.66274
1204,20.200662
1205,28.05809
1206,23.661878
1207,34.471574
1208,51.405328
1209,0.955259
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,16.545583
1219,37.505403
1220,40.021092
1221,36.123987
1222,36.123987
1223,33.035161
1224,24.617429
1225,23.129011
1226,20.419032
1227,19.034194
1228,26.347564
1229,28.05809
1230,22.51634
1231,26.755844
1232,30.530146
1233,20.846104
1234,18.861
1235,15.731605
1236,0
1237,0
1238,0
1239,0
1240,16.970779
1241,20.419032
1242,22.968387
1243,27.75487
1244,33.947002
1245,30.530146
1246,26.790747
1247,25.908442
1248,26.324188
1249,25.758824
1250,24.617429
1251,23.129011
1252,23.129011
1253,24.617429
1254,25.908442
1255,33.035161
1256,26.324188
1257,21.11634
1258,18.573548
1259,0
1260,0
1261,0
1262,0
1263,0
1264,18.072549
1265,20.419032
1266,23.07
1267,33.035161
1268,26.317035
1269,24.557241
1270,23.437857
1271,27.634329
1272,26.644744
1273,23.07
1274,21.843871
1275,21.287742
1276,20.419032
1277,21.288312
1278,21.647286
1279,23.657742
1280,21.647286
1281,20.419032
1282,0
1283,0
1284,0
1285,0
1286,0
1287,18.072549
1288,19.034194
1289,16.970779
1290,19.429677
1291,36.123987
1292,23.07
1293,21.843871
1294,23.07
1295,27.274839
1296,19.689677
1297,22.032668
1298,0.003787
1299,0
1300,0
1301,30.66274
1302,35.74063
1303,35.74063
1304,32.009939
1305,0
1306,0
1307,0
1308,0
1309,0
1310,30.234117
1311,30.944305
1312,30.66274
1313,29.597042
1314,19.689677
1315,45.561268
1316,33.752674
1317,26.755844
1318,24.617429
1319,21.843871
1320,21.11634
1321,19.429677
1322,19.034194
1323,19.034194
1324,0
1325,0
1326,18.861
1327,33.035161
1328,33.035161
1329,23.657742
1330,20.419032
1331,9.611217
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,37.69873
1339,34.808318
1340,51.405328
1341,43.341184
1342,37.505403
1343,32.370127
1344,22.03873
1345,14.542327
1346,0
1347,0
1348,20.200662
1349,32.009939
1350,19.689677
1351,23.657742
1352,26.324188
1353,20.419032
1354,0
1355,14.191503
1356,0
1357,0
1358,0
1359,0
1360,15.731605
1361,19.983571
1362,22.51634
1363,32.462075
1364,36.123987
1365,36.471162
1366,22.576985
1367,20.846104
1368,19.689677
1369,19.983571
1370,19.983571
1371,16.970779
1372,18.463399
1373,19.429677
1374,21.843871
1375,36.471162
1376,23.437857
1377,20.419032
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,30.234117
1386,31.09602
1387,31.727391
1388,31.746834
1389,30.530146
1390,27.274839
1391,23.437857
1392,23.206645
1393,21.647286
1394,22.492903
1395,21.647286
1396,19.685484
1397,19.429677
1398,20.846104
1399,22.732415
1400,22.51634
1401,21.288312
1402,20.846104
1403,20.419032
1404,19.429677
1405,15.731605
1406,0
1407,16.970779
1408,19.429677
1409,21.116774
1410,22.968387
1411,26.324188
1412,30.530146
1413,27.050323
1414,26.324188
1415,24.617429
1416,26.324188
1417,36.123987
1418,24.617429
1419,27.050323
1420,24.617429
1421,23.07
1422,22.492903
1423,21.843871
1424,20.419032
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,19.983571
1434,21.288312
1435,27.27451
1436,7550
1437,34.998067
1438,23.437857
1439,22.51634
1440,20.419032
1441,19.429677
1442,23.07
1443,22.968387
1444,21.843871
1445,23.07
1446,23.07
1447,36.123987
1448,24.617429
1449,20.419032
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,18.861
1457,0
1458,18.861
1459,36.123987
1460,22.732415
1461,21.287742
1462,23.60291
1463,27.389379
1464,19.681752
1465,0
1466,0
1467,0
1468,0
1469,30.66274
1470,35.74063
1471,37.505403
1472,30.944305
1473,0
1474,0
1475,0
1476,0
1477,0
1478,29.597042
1479,30.66274
1480,30.66274
1481,28.05809
1482,19.034194
1483,57.290523
1484,36.123987
1485,26.714452
1486,24.178718
1487,21.852073
1488,20.419032
1489,19.034194
1490,18.861
1491,18.861
1492,0
1493,0
1494,18.573548
1495,27.274839
1496,27.050323
1497,22.51634
1498,19.034194
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,37.505403
1507,34.356684
1508,40.021092
1509,41.270655
1510,35.74063
1511,32.009939
1512,20.631555
1513,16.697515
1514,0
1515,0
1516,22.032668
1517,32.370127
1518,20.419032
1519,33.752674
1520,33.752674
1521,21.116774
1522,0
1523,14.191503
1524,16.970779
1525,16.970779
1526,15.731605
1527,16.970779
1528,19.034194
1529,19.689677
1530,21.647286
1531,33.035161
1532,36.123987
1533,37.69873
1534,22.51634
1535,19.689677
1536,16.970779
1537,18.072549
1538,19.034194
1539,0
1540,18.072549
1541,19.429677
1542,21.843871
1543,36.471162
1544,23.657742
1545,19.689677
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,22.032668
1554,22.032668
1555,27.274839
1556,31.727391
1557,30.530146
1558,27.75487
1559,23.437857
1560,23.129011
1561,21.647286
1562,21.843871
1563,21.843871
1564,19.689677
1565,19.689677
1566,21.287742
1567,23.206645
1568,23.129011
1569,21.287742
1570,20.419032
1571,20.4
1572,18.573548
1573,0
1574,0
1575,14.191503
1576,18.573548
1577,20.846104
1578,22.732415
1579,25.908442
1580,30.530146
1581,26.790747
1582,26.790747
1583,26.324188
1584,25.908442
1585,27.274839
1586,24.617429
1587,23.875484
1588,23.07
1589,21.647286
1590,21.288312
1591,21.287742
1592,19.689677
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,19.429677
1602,21.11634
1603,26.324188
1604,33.947002
1605,27.050323
1606,23.129011
1607,21.843871
1608,20.846104
1609,19.689677
1610,23.07
1611,20.419032
1612,19.689677
1613,19.689677
1614,19.689677
1615,22.968387
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,21.843871
1627,23.206645
1628,26.790747
1629,36.123987
1630,26.324188
1631,23.07
1632,0
1633,0
1634,0
1635,19.034194
1636,20.4
1637,21.843871
1638,23.07
1639,23.657742
1640,22.492903
1641,19.689677
1642,18.573548
1643,20.4
1644,20.846104
1645,0
1646,19.689677
1647,29.597042
1648,33.195667
1649,36.488724
1650,33.195667
1651,43.341184
1652,43.341184
1653,57.290523
1654,48.003753
1655,34.356684
1656,31.124264
1657,34.808318
1658,32.009939
1659,29.597042
1660,26.347564
1661,28.05809
1662,31.124264
1663,37.505403
1664,33.195667
1665,0
1666,0
1667,0
1668,0
1669,0
1670,26.347564
1671,0
1672,0
1673,0
1674,26.347564
1675,20.419032
1676,36.123987
1677,24.617429
1678,23.129011
1679,20.4
1680,30.944305
1681,30.143553
1682,30.944305
1683,32.009939
1684,30.944305
1685,28.670228
1686,31.124264
1687,34.963693
1688,10.427461
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,3.246333
1698,32.009939
1699,36.681254
1700,57.290523
1701,36.471162
1702,34.963693
1703,33.684891
1704,20.631555
1705,16.697515
1706,32.009939
1707,31.09602
1708,30.944305
1709,31.09602
1710,32.009939
1711,37.69873
1712,10.786554
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,10.030832
1723,36.471162
1724,37.763469
1725,43.341184
1726,41.270655
1727,22.492903
1728,22.968387
1729,19.689677
1730,21.843871
1731,22.492903
1732,21.843871
1733,22.968387
1734,23.07
1735,26.755844
1736,23.07
1737,22.492903
1738,20.4
1739,19.983571
1740,22.51634
1741,22.492903
1742,21.647286
1743,21.473871
1744,23.07
1745,22.51634
1746,26.755844
1747,33.752674
1748,36.123987
1749,30.530146
1750,27.050323
1751,27.050323
1752,25.908442
1753,23.437857
1754,23.129011
1755,22.732415
1756,21.647286
1757,21.843871
1758,22.492903
1759,21.843871
1760,21.287742
1761,19.689677
1762,19.429677
1763,18.861
1764,18.573548
1765,19.983571
1766,19.689677
1767,19.689677
1768,14.191503
1769,18.861
1770,20.419032
1771,26.324188
1772,33.947002
1773,36.123987
1774,33.752674
1775,26.790747
1776,23.657742
1777,23.437857
1778,27.050323
1779,24.617429
1780,25.758824
1781,27.050323
1782,24.617429
1783,23.657742
1784,19.983571
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,19.689677
1794,21.116774
1795,23.875484
1796,27.274839
1797,33.035161
1798,30.530146
1799,26.790747
1800,24.617429
1801,23.206645
1802,23.657742
1803,23.129011
1804,23.129011
1805,23.206645
1806,23.437857
1807,27.050323
1808,23.657742
1809,21.647286
1810,19.689677
1811,18.463399
1812,0
1813,0
1814,0
1815,0
1816,0
1817,18.463399
1818,20.4
1819,26.324188
1820,33.947002
1821,36.123987
1822,25.908442
1823,20.846104
1824,19.429677
1825,19.034194
1826,20.419032
1827,19.429677
1828,19.034194
1829,20.4
1830,21.287742
1831,24.617429
1832,20.419032
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,20.4
1840,22.492903
1841,21.288312
1842,21.843871
1843,26.755844
1844,33.947002
1845,36.123987
1846,33.947002
1847,27.050323
1848,22.968387
1849,23.07
1850,25.758824
1851,23.07
1852,23.875484
1853,32.882035
1854,23.07
1855,43.715385
1856,34.808318
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,30.66274
1867,27.27451
1868,7550
1869,33.752674
1870,26.790747
1871,23.07
1872,18.861
1873,18.573548
1874,20.419032
1875,21.11634
1876,21.843871
1877,22.492903
1878,20.419032
1879,22.492903
1880,19.689677
1881,18.072549
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,20.4
1891,26.755844
1892,98.0725
1893,107.135
1894,36.123987
1895,21.116774
1896,21.843871
1897,19.689677
1898,23.07
1899,24.617429
1900,33.752674
1901,26.324188
1902,26.324188
1903,33.752674
1904,23.129011
1905,21.287742
1906,20.4
1907,20.846104
1908,21.116774
1909,21.288312
1910,23.129011
1911,23.657742
1912,24.617429
1913,23.07
1914,23.129011
1915,27.291717
1916,36.123987
1917,36.123987
1918,27.27451
1919,26.324188
1920,23.875484
1921,22.492903
1922,21.287742
1923,21.287742
1924,21.11634
1925,21.843871
1926,23.07
1927,25.908442
1928,20.846104
1929,18.463399
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,18.861
1939,26.444744
1940,33.947002
1941,27.27451
1942,24.617429
1943,23.657742
1944,23.07
1945,32.573028
1946,23.437857
1947,24.617429
1948,24.617429
1949,24.617429
1950,26.324188
1951,26.324188
1952,20.846104
1953,18.463399
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,14.191503
1961,18.573548
1962,21.647286
1963,27.27451
1964,36.123987
1965,36.123987
1966,27.274839
1967,27.050323
1968,24.617429
1969,23.437857
1970,36.471162
1971,22.968387
1972,23.437857
1973,23.657742
1974,27.050323
1975,27.27451
1976,21.288312
1977,30.66274
1978,18.573548
1979,18.861
1980,18.463399
1981,18.861
1982,19.034194
1983,19.034194
1984,19.689677
1985,21.11634
1986,21.647286
1987,27.050323
1988,36.123987
1989,33.947002
1990,33.035161
1991,26.659669
1992,26.590074
1993,21.411733
1994,27.922366
1995,23.893681
1996,21.647286
1997,22.968387
1998,23.437857
1999,36.286243
2000,22.968387
2001,19.685484
2002,18.861
2003,0
2004,0
2005,0
2006,0
2007,0
2008,14.191503
2009,19.034194
2010,21.843871
2011,36.471162
2012,36.123987
2013,36.123987
2014,43.341184
2015,37.505403
2016,35.74063
2017,32.009939
2018,31.124264
2019,28.670228
2020,30.234117
2021,18.861
2022,20.846104
2023,23.875484
2024,20.419032
2025,18.861
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,18.861
2034,20.419032
2035,26.324188
2036,36.123987
2037,30.277597
2038,20.419032
2039,20.419032
2040,18.861
2041,0
2042,19.429677
2043,19.689677
2044,19.034194
2045,18.463399
2046,19.034194
2047,19.689677
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,18.861
2057,20.419032
2058,22.492903
2059,33.752674
2060,36.123987
2061,26.755844
2062,21.843871
2063,19.689677
2064,20.200662
2065,19.034194
2066,23.657742
2067,34.808318
2068,32.009939
2069,0
2070,30.944305
2071,32.009939
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,20.419032
2082,19.689677
2083,26.324188
2084,32.684578
2085,35.786826
2086,41.270655
2087,35.74063
2088,34.280495
2089,21.116774
2090,23.657742
2091,22.576985
2092,22.492903
2093,26.324188
2094,26.755844
2095,33.752674
2096,21.116774
2097,15.731605
2098,0
2099,15.731605
2100,18.072549
